INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD
-6001,05/05/2002 12:38:00 AM,20020253,P021241609,DISTRICT 5,9825,CHEMICAL IRRITANT,23XX STRATFORD AV,39.1266884692379,-84.522257671659,FEMALE,WHITE,UNKNOWN,MALE,WHITE,CUF,FAIRVIEW,CUF
3789,02/29/2008 01:43:00 PM,2008-110648,LCP080229000842,DISTRICT 1,9826,INJURY TO PRISONER,2XX W MCMICKEN AV,39.1189280389453,-84.5244124570996,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-251,10/30/1996 11:36:00 PM,9600406,P963041355,DISTRICT 5,9826,INJURY TO PRISONER,23XX CLIFTON AV,39.12439514085,-84.5192512811361,MALE,WHITE,UNKNOWN,MALE,WHITE,CUF,FAIRVIEW,CUF
4810,07/18/2009 03:06:00 AM,2009-133244,LCP090718000275,DISTRICT 3,9826,INJURY TO PRISONER,17XX QUEEN CITY AV,39.1254856082972,-84.5584663388585,MALE,ASIAN,ADULT,FEMALE,WHITE,SOUTH FAIRMOUNT,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
2025,02/24/2006 05:56:00 PM,2006-79108,P060551338,DISTRICT 1,9826,INJURY TO PRISONER,18XX LOGAN ST,39.1156250846048,-84.5213523142771,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-4659,01/31/2001 09:50:00 PM,20010075,P010311617,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,2XX DONAHUE ST,39.133943073488,-84.5036309565672,MALE,BLACK,UNKNOWN,MALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE
-5718,12/20/2001 09:15:00 PM,20011149,P013541400,DISTRICT 3,9825,CHEMICAL IRRITANT,9XX ENRIGHT AV,39.1106215756868,-84.5708302481756,MALE,WHITE,UNKNOWN,MALE,BLACK,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-1328,01/31/1998 02:50:00 AM,9800080,P980310222,DISTRICT 3,9825,CHEMICAL IRRITANT,19XX MILLVALE CT,39.1491151079716,-84.5526619622815,FEMALE,BLACK,UNKNOWN,FEMALE,WHITE,MILLVALE,MILLVALE,MILLVALE
-4240,10/01/2000 02:35:00 AM,20000936,P002750132,DISTRICT 4,9825,CHEMICAL IRRITANT,31XX READING RD,39.1358824187345,-84.496240298048,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-4127,08/27/2000 02:00:00 AM,20000823,P002400123,DISTRICT 5,9826,INJURY TO PRISONER,10XX LUDLOW AV,39.1542269645082,-84.5366323272285,MALE,BLACK,UNKNOWN,MALE,WHITE,CLIFTON,CLIFTON,CLIFTON
-5567,10/12/2001 03:46:00 PM,20010991,P012851001,DISTRICT 3,9826,INJURY TO PRISONER,32XX MOOSEWOOD AV,39.1443486741371,-84.5523020621466,MALE,BLACK,UNKNOWN,MALE,WHITE,MILLVALE,MILLVALE,MILLVALE
1109,05/07/2005 02:34:00 AM,2005-66107,P051270221,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,47XX MADISON RD,39.1614179825638,-84.4148918230067,MALE,OTHER,ADULT,MALE,BLACK,MADISONVILLE,MADISONVILLE,MADISONVILLE
454,06/15/2003 08:49:00 PM,2005-60153,P031661315,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,16XX RACE ST,39.1135656515128,-84.5172907103496,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
9894,04/23/2019 08:00:00 PM,2019-246234,LCP190423001606,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,54XX TANNER AV,39.1712904665168,-84.4308585774805,FEMALE,WHITE,ADULT,MALE,BLACK,PLEASANT RIDGE,PLEASANT RIDGE,PLEASANT RIDGE
-3903,06/30/2000 05:22:00 PM,20000599,P001821035,DISTRICT 4,9825,CHEMICAL IRRITANT,49XX OAKDALE AV,39.1761543473414,-84.4762622450721,MALE,BLACK,UNKNOWN,MALE,BLACK,BOND HILL,BONDHILL,BOND HILL
8601,09/02/2016 01:30:00 PM,2016-217452,LCP1609020000761,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,55XX COLERAIN AV,39.1923821134043,-84.5710787063794,MALE,BLACK,ADULT,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY
-7965,06/22/2004 10:11:00 PM,20040466,P041741823,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX E COURT ST,39.1056616016485,-84.5124342680613,MALE,BLACK,UNKNOWN,FEMALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
5143,12/02/2009 05:39:00 PM,2010-140522,LCP091202001293,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,44XX COLERAIN AV,39.1650126792781,-84.5525888628664,FEMALE,BLACK,ADULT,MALE,WHITE,MT. AIRY,NORTHSIDE,NORTHSIDE
-988,09/12/1997 09:38:00 PM,9701227,P972755134,DISTRICT 4,9825,CHEMICAL IRRITANT,7XX OAK ST,39.1297191925957,-84.4936395135213,MALE,WHITE,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
7999,08/17/2015 04:11:00 AM,2015-204226,LCP150817000150,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,43XX KELLOGG AV,39.1014701058704,-84.4318446476782,MALE,BLACK,ADULT,MALE,WHITE,LINWOOD,EAST  END,EAST END
3624,12/12/2007 07:44:00 PM,2007-107261,LCP071212001477,DISTRICT 5,9826,INJURY TO PRISONER,62XX SAVANNAH AV,39.2039467746054,-84.5534399272636,MALE,BLACK,ADULT,MALE,BLACK,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
9149,11/04/2017 11:45:00 PM,2017-230369,CPD171104001672,CENTRAL BUSINESS DISTRICT,9826,INJURY TO PRISONER,1XX E 2ND ST,39.0976061226538,-84.5096192671024,MALE,WHITE,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-8180,08/20/2004 10:09:00 AM,20040684,P042330503,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX HALE AV,39.1407360075934,-84.4972099462765,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
8993,07/04/2017 11:00:00 AM,2017-226324,CPD170705000732,DISTRICT 1,9826,INJURY TO PRISONER,5XX FINDLAY ST,39.1152952000338,-84.5267346233653,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
-5295,07/18/2001 10:45:00 PM,20010715,P011991749,DISTRICT 3,9825,CHEMICAL IRRITANT,21XX HARRISON AV,39.1335530402185,-84.5722846960064,MALE,BLACK,UNKNOWN,MALE,BLACK,EAST WESTWOOD,SOUTH  FAIRMOUNT,WESTWOOD
3735,02/03/2008 02:00:00 AM,2008-109529,LCP080203000157,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX E 6TH ST,39.1018421380644,-84.5116214885465,MALE,WHITE,ADULT,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-900,08/08/1997 07:50:00 AM,9700551,P972200288,DISTRICT 1,9826,INJURY TO PRISONER,1XX E CLIFTON AV,39.1150412981876,-84.5153949775412,MALE,BLACK,UNKNOWN,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2056,03/06/2006 02:19:00 AM,2006-79412,P060650124,DISTRICT 3,9826,INJURY TO PRISONER,50XX GLENWAY AV,39.1220383962347,-84.6012456866804,MALE,BLACK,JUVENILE,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
463,06/22/2003 12:29:00 AM,2005-60166,P031720055,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,7XX RIDGEWAY AV,39.1389767428387,-84.4945678886846,MALE,BLACK,JUVENILE,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-8211,09/21/2004 04:22:00 AM,20040718,P042650218,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1071899723178,-84.5079196587137,FEMALE,WHITE,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
6586,08/12/2012 11:10:00 PM,2012-172675,LCP120812001402,DISTRICT 1,9826,INJURY TO PRISONER,1XX W CENTRAL PKWY,39.1071600587633,-84.5169460973395,FEMALE,BLACK,ADULT,FEMALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-5468,09/12/2001 12:28:00 AM,20010889,P012550023,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,36XX BEVIS AV,39.1449078465807,-84.4653476121973,MALE,BLACK,UNKNOWN,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
2614,09/17/2006 10:24:00 PM,2006-88495,P062601446,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX CLEVELAND AV,39.1421059292505,-84.4899312733073,FEMALE,BLACK,ADULT,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
6925,06/06/2013 02:57:00 PM,2013-181520,LCP130606001070,DISTRICT 4,9826,INJURY TO PRISONER,XX GLENWOOD AV,39.1561196367809,-84.5031577620897,MALE,BLACK,ADULT,MALE,BLACK,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE
8895,05/02/2017 11:21:00 PM,2017-224170,CPD170502001924,DISTRICT 3,9826,INJURY TO PRISONER,56XX MONTGOMERY RD,39.1773131475386,-84.4396345434827,MALE,BLACK,ADULT,MALE,WHITE,PLEASANT RIDGE,PLEASANT RIDGE,PLEASANT RIDGE
-5036,04/12/2001 02:18:00 AM,20010456,,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,35XX READING RD,39.1459425596738,-84.4926248244328,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-3325,01/07/2000 02:27:00 AM,20000013,P000070149,DISTRICT 4,9826,INJURY TO PRISONER,2XX SOUTHERN AV,39.1200207282649,-84.5055283935663,MALE,BLACK,UNKNOWN,MALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
9778,02/19/2019 05:08:00 PM,2019-244469,CPD190219000987,DISTRICT 3,8223,WEAPON DISCHARGE AT AN ANIMAL,24XX NOTTINGHAM ROAD CINCINNATI OH 45225,,,FEMALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-1125,10/31/1997 01:19:00 AM,9701374,P970304005,DISTRICT 3,9825,CHEMICAL IRRITANT,19XX YOAST AV,39.1422109904709,-84.5609730769098,MALE,WHITE,UNKNOWN,MALE,WHITE,NORTH FAIRMOUNT,ENGLISH  WOODS,EAST WESTWOOD
650,07/17/2004 01:38:00 AM,2005-60974,P041990158,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,1XX E MCMICKEN AV,39.1140605842042,-84.5135303329259,FEMALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-979,09/09/1997 11:17:00 PM,9700630,P972521446,DISTRICT 3,9825,CHEMICAL IRRITANT,37XX WESTMONT DR,39.1227385031816,-84.5693856960064,MALE,BLACK,UNKNOWN,MALE,WHITE,EAST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
3535,10/24/2007 08:46:00 PM,2007-105232,P072971426,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,31XX WARSAW AV,39.1100562931159,-84.5614240780578,MALE,BLACK,JUVENILE,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-7633,02/25/2004 05:51:00 PM,20040132,P040561279,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,19XX VINE ST,39.1181308440561,-84.5178346536765,MALE,BLACK,UNKNOWN,MALE,TWO OR MORE,CUF,OVER-THE-RHINE,OTR
5437,07/31/2010 07:22:00 PM,2010-146448,LCP100731001528,DISTRICT 1,9825,CHEMICAL IRRITANT,1XX MAIN ST,39.0978734126616,-84.5060254905929,MALE,WHITE,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
7468,06/16/2014 05:21:00 PM,2014-192113,LCP140616001182,DISTRICT 1,9826,INJURY TO PRISONER,XX E MCMICKEN AV,39.1154316444012,-84.5146723626704,MALE,BLACK,JUVENILE,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
866,03/02/2005 09:30:00 PM,2005-62783,P050611630,DISTRICT 4,9826,INJURY TO PRISONER,33XX READING RD,39.139544624359,-84.4948454533427,MALE,BLACK,JUVENILE,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
10082,08/30/2019 08:43:00 PM,2019-250023,CPD190830001717,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,70XX READING RD,39.1886494226651,-84.4650488017689,FEMALE,BLACK,JUVENILE,FEMALE,BLACK,ROSELAWN,BONDHILL,BOND HILL
-1522,04/20/1998 01:30:00 AM,9800278,P981100095,DISTRICT 4,9825,CHEMICAL IRRITANT,26XX VINE ST,39.1308356234859,-84.5092588245059,MALE,WHITE,UNKNOWN,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
7600,09/24/2014 03:40:00 PM,2014-194919,LCP140924001156,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,25XX KEMPER LN,39.1255701110295,-84.4879546634375,MALE,BLACK,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-6649,02/06/2003 08:09:00 PM,20030055,P030371418,DISTRICT 1,9826,INJURY TO PRISONER,14XX VINE ST,39.1114665076347,-84.5142890183187,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
4655,05/01/2009 12:38:00 PM,2009-129722,LCP090501000764,DISTRICT 3,9826,INJURY TO PRISONER,35XX CENTRAL PKWY,39.1491150622335,-84.5365807641638,MALE,BLACK,ADULT,FEMALE,WHITE,CLIFTON,CLIFTON,CLIFTON
935,03/18/2005 03:54:00 PM,2005-63461,P050771079,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX E 6TH ST,39.1038749043238,-84.51041700782,MALE,BLACK,JUVENILE,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-4412,11/03/2000 02:30:00 AM,20001109,P003080142,DISTRICT 2,9825,CHEMICAL IRRITANT,30XX MADISON RD,39.1512152130702,-84.433283468587,FEMALE,BLACK,UNKNOWN,MALE,WHITE,OAKLEY,OAKLEY,OAKLEY
3271,06/23/2007 02:40:00 AM,2007-100481,P071740196,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX DELHI AV,39.0972985089115,-84.5797583144692,MALE,WHITE,ADULT,MALE,BLACK,WEST PRICE HILL,EAST PRICE HILL,SEDAMSVILLE
9155,11/11/2017 05:50:00 AM,2017-230614,CPD171111000258,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,30XX VEAZEY AV,39.1313777978663,-84.6004772901307,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
4102,07/18/2008 09:24:00 PM,2008-117530,LPC080718001751,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,40XX CLIFTON AV,39.1606232329675,-84.5167603219342,MALE,BLACK,ADULT,MALE,WHITE,CLIFTON,CLIFTON,CLIFTON
1732,10/27/2005 05:37:00 PM,2005-75078,P053001337,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,13XX LINN ST,39.107784046312,-84.5285781838297,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
-2669,05/17/1999 01:24:00 AM,9900437,P991680065,DISTRICT 3,9825,CHEMICAL IRRITANT,32XX WARSAW AV,39.1087912729244,-84.5631637565382,MALE,WHITE,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
6793,02/12/2013 11:00:00 AM,2013-178275,LCP021220131054,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,50XX MADISON RD,39.1625306214619,-84.4079027151978,FEMALE,BLACK,JUVENILE,MALE,BLACK,MADISONVILLE,MADISONVILLE,MADISONVILLE
7483,06/24/2014 11:51:00 PM,2014-192382,LCP140624001919,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,18XX HURON AV,39.1382208640958,-84.4705838247663,MALE,BLACK,ADULT,FEMALE,WHITE,EVANSTON,EVANSTON,EVANSTON
5830,04/08/2011 04:18:00 PM,2011-155194,LCP110408001076,DISTRICT 4,9826,INJURY TO PRISONER,35XX READING RD,39.1468883640639,-84.4892695585498,MALE,BLACK,ADULT,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
318,11/22/2004 09:25:00 PM,2004-52196,PO43271541,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,77XX READING RD,39.2024359939235,-84.4568041719597,MALE,BLACK,ADULT,MALE,WHITE,ROSELAWN,ROSELAWN,ROSELAWN
4331,11/08/2008 07:14:00 PM,2008-122850,LCP081108001155,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX ANITA PL,39.1757444800476,-84.4666153769786,MALE,BLACK,ADULT,MALE,BLACK,BOND HILL,BONDHILL,BOND HILL
8202,11/27/2015 01:45:00 PM,2015-207542,LCP151127000542,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,26XX STANTON AV,39.1304641069516,-84.4928619628176,MALE,BLACK,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
7197,09/03/2013 12:16:00 AM,2013-186539,LCP130902002093,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX SYCAMORE ST,39.1064299723178,-84.5096796587137,MALE,BLACK,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
5042,12/01/2009 05:30:00 PM,2009-138489,LCP091201001177,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,8XX BROADWAY,39.1061843121733,-84.5079294589753,MALE,WHITE,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
8925,05/26/2017 09:55:00 AM,2017-224997,CPD1705260000563,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,38XX GLENWAY AV,39.1140715791248,-84.5748924114575,MALE,BLACK,ADULT,FEMALE,WHITE,EAST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
-8108,08/10/2004 03:50:00 AM,20040612,P042230217,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX FOREST AV,39.1463341848811,-84.4993621293464,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
5287,04/22/2010 12:03:00 PM,2010-143793,LCP100422000783,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,XX W ELDER ST,39.1149075814739,-84.5166186520547,MALE,BLACK,JUVENILE,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
10058,08/09/2019 06:07:00 PM,2019-249627,LCP190809001178,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,32XX CLIFTON AV,39.1405847735356,-84.5214179448024,MALE,BLACK,ADULT,MALE,WHITE,CUF,CLIFTON/UNIVERSITY HEIGHTS,CUF
-5522,09/28/2001 05:32:00 PM,20010946,P012711064,DISTRICT 1,9826,INJURY TO PRISONER,XX W 12TH ST,39.1079143711224,-84.5153619329352,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
3199,04/05/2007 09:00:00 PM,2007-98949,P070951435,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,39XX W 8TH ST,39.1071162433093,-84.5823165920967,FEMALE,WHITE,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
729,09/14/2004 10:31:00 PM,2005-61406,PO42581771,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,46XX ASHTREE DR,39.1757359254802,-84.5468828746086,MALE,BLACK,ADULT,MALE,BLACK,COLLEGE HILL,NORTHSIDE,NORTHSIDE
5366,06/25/2010 01:15:00 AM,2010-145059,LCP100625000115,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,22XX KIPLING AV,39.2019965459576,-84.5654791259135,MALE,BLACK,ADULT,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY
9840,03/22/2019 02:18:00 PM,2019-245418,CPD190322000762,DISTRICT 5,9826,INJURY TO PRISONER,15XX SPRING LAWN AV,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
-6303,09/09/2002 12:10:00 PM,20020558,,DISTRICT 3,9825,CHEMICAL IRRITANT,20XX BALTIMORE AV,39.1393930007562,-84.5616416347175,MALE,BLACK,UNKNOWN,MALE,BLACK,NORTH FAIRMOUNT,NORTH FAIRMOUNT,NORTH FAIRMOUNT
1082,04/29/2005 12:22:00 AM,2005-65818,P051190033,DISTRICT 4,9826,INJURY TO PRISONER,25XX KEMPER LN,39.1262001110295,-84.4865446634375,MALE,BLACK,JUVENILE,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
5170,03/05/2010 01:45:00 AM,2010-141258,LCP100305000075,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX W CHARLTON ST,39.1308015734863,-84.5101700188971,MALE,BLACK,ADULT,FEMALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
-4409,11/11/2000 02:33:00 AM,20001106,P003160171,DISTRICT 5,9826,INJURY TO PRISONER,39XX SPRING GROVE AV,39.1582354362865,-84.5402892125778,MALE,WHITE,UNKNOWN,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
9872,04/12/2019 05:00:00 PM,2019-245897,CPD 190412001244,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,7XX CHALFONTE PL,39.1502937893322,-84.4893525167683,MALE,BLACK,ADULT,MALE,BLACK,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE
9169,11/22/2017 05:44:00 PM,2017-230997,CPD171122001212,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX ELM ST,39.1135841579333,-84.5198755750173,MALE,WHITE,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
208,10/22/2004 12:50:00 PM,2004-50913,P042960741,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,24XX HARRISON AV,39.1408010787048,-84.5784081693716,MALE,BLACK,JUVENILE,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
6512,06/23/2012 11:27:00 PM,2012-170765,LCP120623001846,DISTRICT 1,9826,INJURY TO PRISONER,12XX LINN ST,39.1089933533867,-84.5289082715977,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
9849,03/29/2019 01:31:00 PM,2019-245610,CPD190329000725,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,44XX COLERAIN AV,39.1644122942005,-84.5529680964035,MALE,WHITE,ADULT,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
-4366,10/29/2000 01:05:00 AM,20001063,P003030162,DISTRICT 5,9825,CHEMICAL IRRITANT,59XX HAMILTON AV,39.1984867388898,-84.5461859357038,OTHER,UNKNOWN,UNKNOWN,MALE,BLACK,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
-8233,09/25/2004 06:23:00 PM,20040743,P042691153,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX ELBERON AV,39.105677081881,-84.5664743148969,MALE,BLACK,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
9941,06/11/2019 10:14:00 PM,2019-247706,CPD190611001536,DISTRICT 3,9825,CHEMICAL IRRITANT,14XX COVEDALE AV,39.1226584400779,-84.6070196654846,MALE,WHITE,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
-3314,01/03/2000 12:58:00 AM,20000002,P000030058,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,3XX NORTHERN AV,39.1438821392569,-84.5008500593726,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
8945,06/01/2017 03:10:00 PM,2017-225192,CPD170601001167,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX BLUE ROCK ST,39.1600383869941,-84.5423264294774,MALE,BLACK,UNKNOWN,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
-1122,11/02/1997 09:43:00 PM,9701371,P973061047,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,X W CORRY ST,39.1293799903349,-84.5088961919407,MALE,BLACK,UNKNOWN,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
-81,07/14/1996 01:02:00 AM,9600234,P961960095,DISTRICT 3,9825,CHEMICAL IRRITANT,50XX GLENWAY AV,39.1222100220342,-84.601218358686,MALE,WHITE,UNKNOWN,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
7291,02/25/2014 01:54:00 PM,2014-189142,LCP140225000756,DISTRICT 1,9826,INJURY TO PRISONER,15XX VINE ST,39.1121229445667,-84.5162268160202,MALE,BLACK,ADULT,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-6131,06/23/2002 01:30:00 AM,20020384,P021740123,DISTRICT 4,9825,CHEMICAL IRRITANT,33XX READING RD,39.1407201936728,-84.4926548978022,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
4993,10/23/2009 04:45:00 AM,2009-137493,LCP09102300218,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,19XX VINE ST,39.1175693020328,-84.5173085446572,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
1823,12/06/2005 12:26:00 PM,2005-76237,P053460744,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,15XX RACE ST,39.1118620413239,-84.5170538705902,MALE,WHITE,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-7318,09/26/2003 02:44:00 AM,20030743,P032690179,DISTRICT 1,9826,INJURY TO PRISONER,19XX CENTRAL AV,39.1188358526715,-84.5242870919049,MALE,BLACK,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END
